post_id,posted_at,date,year_month,hour,weekday,is_weekend,time_slot,platform,content_type,content_family,category,rate_valid,is_vertical,vertical_segment,influencer_tier,tier_rank,follower_count,follower_band,likes,comments,shares,saves,views,engagement_total,engagement_core,er_follower_reported,er_follower,er_view,deep_rate,save_rate,share_rate,comment_rate,like_rate,eng_per_1k_fans,reach_ratio,hashtag_count,hashtag_bucket,content_length,sentiment,has_media,is_verified
POST_03498,2024-06-21 23:32:00,2024-06-21,2024-06,23,Friday,0,18-23 Evening,TikTok,Stitch,Short video,Technology,0,0,Other,Macro,3,421285,200k-1M,19738,1402,2768,2257,21396,26165,23908,5.68,6.21076,122.289213,23.485698,10.548701,12.936998,6.552627,92.250888,62.107599,0.050787,25,21-30,403,Neutral,1,1
POST_03313,2024-06-22 00:34:00,2024-06-22,2024-06,0,Saturday,1,00-05 Late night,LinkedIn,Poll,Story / interactive,Food,1,0,Other,Macro,3,109393,50k-200k,170,103,335,278,5007,886,608,0.56,0.809924,17.695227,12.24286,5.552227,6.690633,2.05712,3.395247,8.099239,0.045771,25,21-30,1847,Neutral,1,1
POST_03777,2024-06-22 01:39:00,2024-06-22,2024-06,1,Saturday,1,00-05 Late night,TikTok,Video,Short video,Fashion,1,0,Other,Macro,3,304302,200k-1M,43142,975,56,2926,227029,47099,44173,14.52,15.477716,20.745808,1.313489,1.288822,0.024666,0.429461,19.002859,154.777162,0.746065,0,0,117,Positive,1,0
POST_02834,2024-06-22 18:03:00,2024-06-22,2024-06,18,Saturday,1,18-23 Evening,Twitter,Thread,Text / long-form,Gaming,1,0,Other,Mid-tier,2,60305,50k-200k,4909,210,1161,437,90468,6717,6280,10.41,11.13838,7.424725,1.76637,0.483044,1.283327,0.232126,5.426228,111.383799,1.500174,24,21-30,502,Neutral,0,1
POST_02169,2024-06-22 21:02:00,2024-06-22,2024-06,21,Saturday,1,18-23 Evening,LinkedIn,Post,Text / long-form,Gaming,1,0,Other,Macro,3,470879,200k-1M,183,74,232,165,3306,654,489,0.1,0.138889,19.782214,12.008469,4.990926,7.017544,2.238355,5.53539,1.388892,0.007021,22,21-30,1730,Positive,1,0
POST_00216,2024-06-22 21:05:00,2024-06-22,2024-06,21,Saturday,1,18-23 Evening,Instagram,Photo,Static image,Sports,1,1,Sports,Mid-tier,2,93906,50k-200k,3585,250,82,918,42121,4835,3917,4.17,5.148766,11.478835,2.374113,2.179435,0.194677,0.593528,8.511194,51.487658,0.448544,24,21-30,133,Positive,1,1
POST_02289,2024-06-23 00:02:00,2024-06-23,2024-06,0,Sunday,1,00-05 Late night,Facebook,Post,Text / long-form,Travel,1,0,Other,Macro,3,335558,200k-1M,6107,373,309,155,49284,6944,6789,2.02,2.069389,14.089765,0.941482,0.314504,0.626978,0.756838,12.391445,20.693889,0.146872,20,11-20,1925,Neutral,0,0
POST_01817,2024-06-23 10:22:00,2024-06-23,2024-06,10,Sunday,1,06-11 Morning,Twitter,Thread,Text / long-form,Education,1,0,Other,Macro,3,212021,200k-1M,4291,263,768,204,30602,5526,5322,2.51,2.606346,18.057643,3.176263,0.666623,2.50964,0.859421,14.021959,26.063456,0.144335,9,6-10,457,Positive,1,0
POST_02954,2024-06-23 18:04:00,2024-06-23,2024-06,18,Sunday,1,18-23 Evening,Facebook,Video,Short video,Gaming,1,0,Other,Macro,3,203357,200k-1M,6386,281,760,124,51355,7551,7427,3.65,3.713174,14.703534,1.721351,0.241457,1.479895,0.547172,12.435011,37.131744,0.252536,26,21-30,594,Positive,1,0
POST_04887,2024-06-23 18:27:00,2024-06-23,2024-06,18,Sunday,1,18-23 Evening,Twitter,Retweet,Text / long-form,Entertainment,1,0,Other,Macro,3,354262,200k-1M,180,5,1430,324,2733,1939,1615,0.46,0.547335,70.947677,64.178558,11.855104,52.323454,0.182949,6.586169,5.47335,0.007715,21,21-30,1886,Neutral,1,1
POST_03023,2024-06-23 18:35:00,2024-06-23,2024-06,18,Sunday,1,18-23 Evening,LinkedIn,Post,Text / long-form,Food,1,0,Other,Micro,1,31393,10k-50k,283,12,311,5,6862,611,606,1.93,1.946294,8.90411,4.605071,0.072865,4.532206,0.174876,4.124162,19.462938,0.218584,15,11-20,1878,Neutral,1,0
POST_01728,2024-06-23 21:56:00,2024-06-23,2024-06,21,Sunday,1,18-23 Evening,YouTube,Community Post,Text / long-form,Fashion,1,0,Other,Macro,3,293866,200k-1M,5950,802,1230,609,763129,8591,7982,2.72,2.923441,1.12576,0.240982,0.079803,0.161179,0.105094,0.779685,29.234413,2.59686,29,21-30,1371,Negative,1,1
POST_02722,2024-06-24 02:19:00,2024-06-24,2024-06,2,Monday,0,00-05 Late night,TikTok,Stitch,Short video,Food,1,0,Other,Macro,3,405948,200k-1M,253,591,807,2231,75422,3882,1651,0.41,0.95628,5.147039,4.028002,2.958023,1.06998,0.783591,0.335446,9.562801,0.185792,1,1-5,440,Negative,1,1
POST_01142,2024-06-24 02:31:00,2024-06-24,2024-06,2,Monday,0,00-05 Late night,Twitter,Poll,Story / interactive,Lifestyle,1,0,Other,Macro,3,340226,200k-1M,2106,207,1927,47,70535,4287,4240,1.25,1.260045,6.077834,2.798611,0.066634,2.731977,0.293471,2.985752,12.600448,0.207318,17,11-20,1923,Positive,1,0
POST_04599,2024-06-24 07:02:00,2024-06-24,2024-06,7,Monday,0,06-11 Morning,Twitter,Thread,Text / long-form,Education,1,0,Other,Macro,3,272967,200k-1M,1865,7,471,203,36712,2546,2343,0.86,0.932713,6.935062,1.835912,0.552953,1.282959,0.019067,5.080083,9.327135,0.134492,19,11-20,1959,Positive,1,0
POST_04984,2024-06-24 19:20:00,2024-06-24,2024-06,19,Monday,0,18-23 Evening,TikTok,Video,Short video,Food,1,0,Other,Macro,3,252259,200k-1M,6118,1766,1818,833,403929,10535,9702,3.85,4.176263,2.608132,0.656303,0.206224,0.450079,0.437206,1.514623,41.762633,1.601247,9,6-10,28,Positive,1,0
POST_00849,2024-06-24 21:39:00,2024-06-24,2024-06,21,Monday,0,18-23 Evening,Facebook,Story,Story / interactive,Gaming,1,0,Other,Macro,3,300791,200k-1M,6884,160,849,426,50938,8319,7893,2.62,2.765708,16.331619,2.503043,0.836311,1.666732,0.314107,13.514469,27.657078,0.169347,2,1-5,1391,Neutral,1,0
POST_01656,2024-06-25 08:25:00,2024-06-25,2024-06,8,Tuesday,0,06-11 Morning,YouTube,Short,Short video,Fitness,1,1,Fitness,Macro,3,449912,200k-1M,10959,625,530,2126,536872,14240,12114,2.69,3.165063,2.652401,0.494718,0.395998,0.09872,0.116415,2.041269,31.650634,1.193282,16,11-20,64,Negative,1,0
POST_01512,2024-06-25 11:13:00,2024-06-25,2024-06,11,Tuesday,0,06-11 Morning,LinkedIn,Poll,Story / interactive,Lifestyle,1,0,Other,Macro,3,122611,50k-200k,400,136,329,239,18122,1104,865,0.71,0.900409,6.092043,3.134312,1.318839,1.815473,0.750469,2.207262,9.004086,0.147801,24,21-30,695,Negative,1,0
POST_01537,2024-06-26 05:15:00,2024-06-26,2024-06,5,Wednesday,0,00-05 Late night,Instagram,Story,Story / interactive,Food,1,0,Other,Macro,3,467655,200k-1M,4633,110,194,131,25552,5068,4937,1.06,1.083705,19.834064,1.271916,0.51268,0.759236,0.430495,18.131653,10.837049,0.054639,20,11-20,514,Positive,1,0
POST_04949,2024-06-26 06:43:00,2024-06-26,2024-06,6,Wednesday,0,06-11 Morning,TikTok,Video,Short video,Travel,1,0,Other,Macro,3,496262,200k-1M,555,1509,4325,725,206228,7114,6389,1.29,1.433517,3.44958,2.448746,0.351553,2.097193,0.731714,0.26912,14.33517,0.415563,1,1-5,391,Positive,1,1
POST_02963,2024-06-26 10:04:00,2024-06-26,2024-06,10,Wednesday,0,06-11 Morning,Twitter,Poll,Story / interactive,Travel,1,0,Other,Macro,3,443722,200k-1M,1038,231,669,292,28546,2230,1938,0.44,0.502567,7.811953,3.366496,1.02291,2.343586,0.80922,3.636236,5.025669,0.064333,14,11-20,314,Positive,1,0
POST_04893,2024-06-26 12:57:00,2024-06-26,2024-06,12,Wednesday,0,12-17 Afternoon,Facebook,Live,Live,Travel,1,0,Other,Macro,3,461642,200k-1M,4436,220,918,350,27311,5924,5574,1.21,1.283245,21.690894,4.642818,1.281535,3.361283,0.805536,16.24254,12.832455,0.059161,1,1-5,409,Neutral,1,1
POST_00931,2024-06-26 14:58:00,2024-06-26,2024-06,14,Wednesday,0,12-17 Afternoon,Instagram,Photo,Static image,Fitness,1,1,Fitness,Macro,3,144106,50k-200k,4141,448,216,484,29250,5289,4805,3.33,3.670215,18.082051,2.393162,1.654701,0.738462,1.531624,14.157265,36.70215,0.202976,2,1-5,474,Positive,1,1
POST_04723,2024-06-26 16:10:00,2024-06-26,2024-06,16,Wednesday,0,12-17 Afternoon,Instagram,Photo,Static image,Education,1,0,Other,Macro,3,250300,200k-1M,5297,90,29,260,47725,5676,5416,2.16,2.267679,11.893138,0.605553,0.544788,0.060765,0.18858,11.099005,22.676788,0.190671,19,11-20,214,Neutral,0,0
POST_01287,2024-06-26 17:10:00,2024-06-26,2024-06,17,Wednesday,0,12-17 Afternoon,Instagram,Reel,Short video,Fashion,1,0,Other,Mid-tier,2,56721,50k-200k,4195,89,184,13,11434,4481,4468,7.88,7.900072,39.190135,1.722932,0.113696,1.609236,0.77838,36.688823,79.000723,0.201583,10,6-10,394,Positive,1,0
POST_04172,2024-06-26 18:35:00,2024-06-26,2024-06,18,Wednesday,0,18-23 Evening,YouTube,Short,Short video,Education,1,0,Other,Macro,3,461273,200k-1M,12569,653,169,224,386367,13615,13391,2.9,2.951614,3.523852,0.101717,0.057976,0.043741,0.16901,3.253125,29.516143,0.83761,27,21-30,433,Positive,1,0
POST_01494,2024-06-27 00:25:00,2024-06-27,2024-06,0,Thursday,0,00-05 Late night,Instagram,Reel,Short video,Fitness,0,1,Fitness,Macro,3,217506,200k-1M,6877,129,66,793,1292,7865,7072,3.25,3.615992,608.74613,66.486068,61.377709,5.108359,9.98452,532.275542,36.159922,0.00594,5,1-5,372,Neutral,1,0
POST_00546,2024-06-27 03:42:00,2024-06-27,2024-06,3,Thursday,0,00-05 Late night,Twitter,Tweet,Text / long-form,Fitness,1,1,Fitness,Macro,3,443944,200k-1M,4386,96,146,210,49821,4838,4628,1.04,1.089777,9.710765,0.714558,0.421509,0.293049,0.19269,8.803517,10.897771,0.112224,5,1-5,408,Positive,1,0
POST_03944,2024-06-27 07:56:00,2024-06-27,2024-06,7,Thursday,0,06-11 Morning,Twitter,Poll,Story / interactive,Fitness,1,1,Fitness,Macro,3,340932,200k-1M,1414,52,219,416,21856,2101,1685,0.49,0.616252,9.612921,2.905381,1.903367,1.002013,0.237921,6.469619,6.162519,0.064107,0,0,1428,Positive,1,0
POST_00822,2024-06-27 11:32:00,2024-06-27,2024-06,11,Thursday,0,06-11 Morning,Instagram,Story,Story / interactive,Fitness,1,1,Fitness,Mid-tier,2,92879,50k-200k,7588,275,166,816,24134,8845,8029,8.64,9.523143,36.64954,4.068948,3.381122,0.687826,1.139471,31.44112,95.23143,0.259843,2,1-5,607,Neutral,1,1
POST_02073,2024-06-27 12:41:00,2024-06-27,2024-06,12,Thursday,0,12-17 Afternoon,Instagram,Reel,Short video,Sports,1,1,Sports,Mid-tier,2,65758,50k-200k,5657,22,57,44,19850,5780,5736,8.72,8.789805,29.118388,0.508816,0.221662,0.287154,0.110831,28.498741,87.89805,0.301864,6,6-10,503,Neutral,0,1
POST_00208,2024-06-27 19:36:00,2024-06-27,2024-06,19,Thursday,0,18-23 Evening,LinkedIn,Document,Text / long-form,Education,1,0,Other,Macro,3,104804,50k-200k,1102,102,377,149,29889,1730,1581,1.51,1.6507,5.788083,1.759845,0.498511,1.261334,0.341263,3.686975,16.507004,0.285189,1,1-5,708,Neutral,1,0
POST_02979,2024-06-27 19:44:00,2024-06-27,2024-06,19,Thursday,0,18-23 Evening,LinkedIn,Article,Text / long-form,Health,1,1,Health,Mid-tier,2,61132,50k-200k,112,132,441,114,15568,799,685,1.12,1.307008,5.132323,3.565005,0.732271,2.832734,0.847893,0.719424,13.070078,0.254662,13,11-20,1887,Negative,1,1
POST_02670,2024-06-28 06:21:00,2024-06-28,2024-06,6,Friday,0,06-11 Morning,Twitter,Tweet,Text / long-form,Food,1,0,Other,Macro,3,148516,50k-200k,3351,5,1916,474,45954,5746,5272,3.55,3.868943,12.503808,5.200853,1.031466,4.169387,0.01088,7.292075,38.689434,0.309421,21,21-30,375,Positive,1,0
POST_04189,2024-06-28 08:24:00,2024-06-28,2024-06,8,Friday,0,06-11 Morning,LinkedIn,Post,Text / long-form,Gaming,1,0,Other,Macro,3,402183,200k-1M,1028,66,406,67,13670,1567,1500,0.37,0.389624,11.463058,3.460132,0.490124,2.970007,0.482809,7.520117,3.896236,0.03399,10,6-10,1294,Negative,1,0
POST_02845,2024-06-28 08:50:00,2024-06-28,2024-06,8,Friday,0,06-11 Morning,Facebook,Story,Story / interactive,Entertainment,1,0,Other,Macro,3,354582,200k-1M,491,268,206,229,33440,1194,965,0.27,0.336735,3.570574,1.300837,0.684809,0.616029,0.801435,1.468301,3.367345,0.094308,26,21-30,675,Neutral,1,0
POST_01565,2024-06-28 12:19:00,2024-06-28,2024-06,12,Friday,0,12-17 Afternoon,TikTok,Duet,Short video,Business,1,0,Other,Macro,3,421644,200k-1M,16808,995,4802,1789,459412,24394,22605,5.36,5.785449,5.309831,1.43466,0.389411,1.045249,0.216581,3.65859,57.854493,1.089573,22,21-30,172,Neutral,1,0
POST_02163,2024-06-28 20:31:00,2024-06-28,2024-06,20,Friday,0,18-23 Evening,Twitter,Retweet,Text / long-form,Gaming,1,0,Other,Macro,3,190737,50k-200k,4830,92,385,154,22323,5461,5307,2.78,2.863105,24.463558,2.41455,0.689871,1.724679,0.412131,21.636877,28.631047,0.117035,29,21-30,1163,Negative,1,0
POST_03061,2024-06-28 20:35:00,2024-06-28,2024-06,20,Friday,0,18-23 Evening,Twitter,Thread,Text / long-form,Fitness,1,1,Fitness,Macro,3,490512,200k-1M,85,11,206,218,20332,520,302,0.06,0.106012,2.557545,2.085383,1.072201,1.013181,0.054102,0.41806,1.060117,0.041451,9,6-10,172,Neutral,1,0
POST_01062,2024-06-28 20:43:00,2024-06-28,2024-06,20,Friday,0,18-23 Evening,YouTube,Community Post,Text / long-form,Fashion,1,0,Other,Micro,1,19847,10k-50k,19528,322,534,3367,399216,23751,20384,102.71,119.670479,5.949411,0.977165,0.843403,0.133762,0.080658,4.891588,1196.704792,20.114677,23,21-30,1854,Positive,0,0
POST_03104,2024-06-28 22:44:00,2024-06-28,2024-06,22,Friday,0,18-23 Evening,Twitter,Tweet,Text / long-form,Travel,1,0,Other,Macro,3,489332,200k-1M,985,278,1184,204,89598,2651,2447,0.5,0.541759,2.958771,1.549142,0.227684,1.321458,0.310275,1.099355,5.41759,0.183103,24,21-30,516,Positive,0,0
POST_00968,2024-06-29 01:53:00,2024-06-29,2024-06,1,Saturday,1,00-05 Late night,Twitter,Thread,Text / long-form,Education,1,0,Other,Macro,3,439863,200k-1M,175,103,1041,469,40419,1788,1319,0.3,0.40649,4.423662,3.735867,1.160345,2.575521,0.254831,0.432965,4.064902,0.09189,1,1-5,629,Negative,1,0
POST_04821,2024-06-29 02:09:00,2024-06-29,2024-06,2,Saturday,1,00-05 Late night,Twitter,Poll,Story / interactive,Fitness,1,1,Fitness,Macro,3,145744,50k-200k,2019,126,145,325,4386,2615,2290,1.57,1.794242,59.621523,10.715914,7.409941,3.305974,2.872777,46.032832,17.94242,0.030094,26,21-30,1181,Positive,0,0
POST_04626,2024-06-29 06:36:00,2024-06-29,2024-06,6,Saturday,1,06-11 Morning,LinkedIn,Document,Text / long-form,Lifestyle,1,0,Other,Macro,3,475801,200k-1M,818,66,436,162,21553,1482,1320,0.28,0.311475,6.876073,2.774556,0.751636,2.02292,0.306222,3.795295,3.114748,0.045298,18,11-20,1928,Neutral,1,0
POST_03948,2024-06-29 08:58:00,2024-06-29,2024-06,8,Saturday,1,06-11 Morning,Facebook,Video,Short video,Health,1,1,Health,Macro,3,352542,200k-1M,5900,5,98,747,26458,6750,6003,1.7,1.914665,25.512132,3.193741,2.823343,0.370398,0.018898,22.299494,19.146655,0.075049,27,21-30,571,Positive,1,1
POST_04858,2024-06-29 14:27:00,2024-06-29,2024-06,14,Saturday,1,12-17 Afternoon,YouTube,Community Post,Text / long-form,Health,1,1,Health,Macro,3,151601,50k-200k,15275,349,40,3970,883318,19634,15664,10.33,12.951102,2.222756,0.45397,0.449442,0.004528,0.03951,1.729275,129.511019,5.826597,4,1-5,1281,Positive,0,1
POST_04177,2024-06-29 19:15:00,2024-06-29,2024-06,19,Saturday,1,18-23 Evening,Facebook,Video,Short video,Education,1,0,Other,Macro,3,109765,50k-200k,2803,286,490,192,9424,3771,3579,3.26,3.435521,40.014856,7.236842,2.037351,5.199491,3.034805,29.743209,34.355213,0.085856,27,21-30,446,Negative,1,1
POST_03369,2024-06-29 20:54:00,2024-06-29,2024-06,20,Saturday,1,18-23 Evening,Instagram,Carousel,Static image,Lifestyle,1,0,Other,Macro,3,194918,50k-200k,4407,334,245,912,30646,5898,4986,2.56,3.025888,19.245579,3.77537,2.975919,0.799452,1.089865,14.380343,30.258878,0.157225,4,1-5,672,Neutral,1,0
POST_00230,2024-06-29 22:33:00,2024-06-29,2024-06,22,Saturday,1,18-23 Evening,Facebook,Post,Text / long-form,Business,1,0,Other,Micro,1,12113,10k-50k,5404,355,381,365,63916,6505,6140,50.69,53.702634,10.17742,1.167157,0.571062,0.596095,0.555416,8.454847,537.026335,5.276645,0,0,276,Positive,1,0
POST_04042,2024-06-30 01:52:00,2024-06-30,2024-06,1,Sunday,1,00-05 Late night,Twitter,Poll,Story / interactive,Business,1,0,Other,Macro,3,146412,50k-200k,360,183,1705,268,81855,2516,2248,1.54,1.718438,3.073728,2.41036,0.327408,2.082952,0.223566,0.439802,17.184384,0.559073,13,11-20,1262,Neutral,0,0
POST_04098,2024-06-30 09:07:00,2024-06-30,2024-06,9,Sunday,1,06-11 Morning,Instagram,Carousel,Static image,Fashion,1,0,Other,Macro,3,113245,50k-200k,5361,129,297,401,21408,6188,5787,5.11,5.464259,28.905082,3.260463,1.873132,1.387332,0.602578,25.04204,54.642589,0.189041,21,21-30,1355,Neutral,1,0
POST_01551,2024-06-30 10:03:00,2024-06-30,2024-06,10,Sunday,1,06-11 Morning,YouTube,Community Post,Text / long-form,Education,1,0,Other,Macro,3,263047,200k-1M,2803,202,1382,1464,146306,5851,4387,1.67,2.224317,3.999152,1.945238,1.000642,0.944596,0.138067,1.915848,22.243173,0.556197,25,21-30,1465,Positive,1,0
POST_04630,2024-06-30 12:43:00,2024-06-30,2024-06,12,Sunday,1,12-17 Afternoon,Facebook,Video,Short video,Sports,1,1,Sports,Macro,3,401795,200k-1M,3206,371,505,254,74987,4336,4082,1.02,1.079157,5.782336,1.012175,0.338725,0.67345,0.494752,4.275408,10.791573,0.18663,4,1-5,217,Neutral,1,0
POST_02566,2024-06-30 14:55:00,2024-06-30,2024-06,14,Sunday,1,12-17 Afternoon,Twitter,Tweet,Text / long-form,Travel,1,0,Other,Macro,3,418708,200k-1M,1703,193,1365,246,33481,3507,3261,0.78,0.837577,10.474598,4.811684,0.734745,4.076939,0.576446,5.086467,8.375765,0.079963,2,1-5,743,Positive,1,1
POST_01686,2024-06-30 15:37:00,2024-06-30,2024-06,15,Sunday,1,12-17 Afternoon,TikTok,Video,Short video,Entertainment,1,0,Other,Macro,3,405347,200k-1M,11138,1367,4080,1441,427452,18026,16585,4.09,4.447054,4.217082,1.291607,0.337114,0.954493,0.319802,2.605673,44.47054,1.054534,23,21-30,235,Neutral,1,1
POST_02113,2024-06-30 15:57:00,2024-06-30,2024-06,15,Sunday,1,12-17 Afternoon,Instagram,Photo,Static image,Fitness,0,1,Fitness,Nano,0,6980,<10k,7533,344,79,537,2249,8493,7956,113.98,121.676218,377.634504,27.389951,23.877279,3.512672,15.295687,334.948866,1216.762178,0.322206,29,21-30,1586,Positive,1,0
POST_03289,2024-06-30 17:42:00,2024-06-30,2024-06,17,Sunday,1,12-17 Afternoon,YouTube,Video,Short video,Food,1,0,Other,Macro,3,414582,200k-1M,7538,43,1030,1981,43448,10592,8611,2.08,2.554862,24.378567,6.930123,4.559473,2.37065,0.098969,17.349475,25.548625,0.1048,16,11-20,447,Neutral,1,0
POST_00650,2024-06-30 20:31:00,2024-06-30,2024-06,20,Sunday,1,18-23 Evening,Facebook,Live,Live,Fashion,1,0,Other,Macro,3,182437,50k-200k,6906,189,47,524,66083,7666,7142,3.91,4.201998,11.600563,0.864065,0.792942,0.071123,0.286004,10.450494,42.019985,0.362224,5,1-5,162,Positive,0,0
POST_01940,2024-06-30 21:04:00,2024-06-30,2024-06,21,Sunday,1,18-23 Evening,Instagram,Reel,Short video,Fashion,1,0,Other,Macro,3,400246,200k-1M,4152,350,14,295,27715,4811,4516,1.13,1.202011,17.358831,1.11492,1.064406,0.050514,1.262854,14.981057,12.020108,0.069245,0,0,488,Negative,1,1
POST_01567,2024-06-30 23:00:00,2024-06-30,2024-06,23,Sunday,1,18-23 Evening,LinkedIn,Article,Text / long-form,Travel,1,0,Other,Macro,3,385448,200k-1M,740,117,267,240,26752,1364,1124,0.29,0.353874,5.098684,1.895185,0.897129,0.998056,0.43735,2.766148,3.538739,0.069405,28,21-30,833,Neutral,1,1
POST_03947,2024-07-01 06:01:00,2024-07-01,2024-07,6,Monday,0,06-11 Morning,LinkedIn,Document,Text / long-form,Education,1,0,Other,Micro,1,18379,10k-50k,840,82,143,45,11761,1110,1065,5.79,6.039502,9.437973,1.598504,0.382621,1.215883,0.69722,7.14225,60.395016,0.639915,22,21-30,1028,Positive,1,0
POST_04103,2024-07-01 06:45:00,2024-07-01,2024-07,6,Monday,0,06-11 Morning,Facebook,Video,Short video,Technology,0,0,Other,Micro,1,42845,10k-50k,3718,7,652,11,2827,4388,4377,10.22,10.241568,155.217545,23.452423,0.389105,23.063318,0.247612,131.51751,102.415684,0.065982,12,11-20,111,Positive,1,1
POST_04666,2024-07-01 13:33:00,2024-07-01,2024-07,13,Monday,0,12-17 Afternoon,LinkedIn,Poll,Story / interactive,Lifestyle,1,0,Other,Macro,3,377316,200k-1M,1002,47,350,36,28889,1435,1399,0.37,0.380318,4.967289,1.336149,0.124615,1.211534,0.162692,3.468448,3.803178,0.076564,26,21-30,477,Positive,1,0
POST_02202,2024-07-01 15:20:00,2024-07-01,2024-07,15,Monday,0,12-17 Afternoon,Instagram,Carousel,Static image,Education,1,0,Other,Macro,3,196277,50k-200k,6461,399,114,677,31385,7651,6974,3.55,3.898062,24.377888,2.520312,2.157081,0.363231,1.271308,20.586267,38.980624,0.159902,23,21-30,832,Negative,0,0
POST_00064,2024-07-01 16:58:00,2024-07-01,2024-07,16,Monday,0,12-17 Afternoon,Twitter,Retweet,Text / long-form,Food,1,0,Other,Macro,3,123155,50k-200k,674,246,1959,47,44952,2926,2879,2.34,2.375868,6.509165,4.462538,0.104556,4.357982,0.54725,1.499377,23.758678,0.365003,19,11-20,758,Positive,1,0
POST_02902,2024-07-01 20:31:00,2024-07-01,2024-07,20,Monday,0,18-23 Evening,TikTok,Duet,Short video,Fashion,1,0,Other,Mid-tier,2,63468,50k-200k,29515,1848,2471,654,88872,34488,33834,53.31,54.339195,38.806373,3.516293,0.73589,2.780403,2.079395,33.210685,543.391946,1.400265,6,6-10,84,Positive,1,0
POST_04929,2024-07-01 21:36:00,2024-07-01,2024-07,21,Monday,0,18-23 Evening,LinkedIn,Document,Text / long-form,Lifestyle,1,0,Other,Macro,3,110760,50k-200k,1706,102,396,5,29371,2209,2204,1.99,1.994402,7.521024,1.365292,0.017024,1.348269,0.347281,5.808451,19.944023,0.265177,8,6-10,1367,Neutral,1,0
POST_01128,2024-07-02 03:58:00,2024-07-02,2024-07,3,Tuesday,0,00-05 Late night,Twitter,Tweet,Text / long-form,Fashion,1,0,Other,Macro,3,316762,200k-1M,649,241,779,10,25935,1679,1669,0.53,0.530051,6.473877,3.042221,0.038558,3.003663,0.929246,2.50241,5.30051,0.081875,27,21-30,1021,Neutral,1,0
POST_03472,2024-07-02 08:10:00,2024-07-02,2024-07,8,Tuesday,0,06-11 Morning,TikTok,Video,Short video,Technology,1,0,Other,Mid-tier,2,95745,50k-200k,22937,991,3243,1316,406634,28487,27171,28.38,29.75299,7.005563,1.121156,0.323633,0.797523,0.243708,5.640699,297.529897,4.247052,5,1-5,431,Positive,1,1
POST_03974,2024-07-02 10:45:00,2024-07-02,2024-07,10,Tuesday,0,06-11 Morning,LinkedIn,Poll,Story / interactive,Travel,0,0,Other,Macro,3,245472,200k-1M,1535,147,442,292,1515,2416,2124,0.87,0.984226,159.471947,48.448845,19.273927,29.174917,9.70297,101.320132,9.842263,0.006172,25,21-30,908,Negative,1,0
POST_02592,2024-07-02 14:37:00,2024-07-02,2024-07,14,Tuesday,0,12-17 Afternoon,TikTok,Stitch,Short video,Food,1,0,Other,Macro,3,107389,50k-200k,39818,50,4675,1150,95577,45693,44543,41.48,42.549051,47.807527,6.094562,1.203218,4.891344,0.052314,41.660651,425.490506,0.890007,17,11-20,92,Positive,1,1
POST_04784,2024-07-02 22:49:00,2024-07-02,2024-07,22,Tuesday,0,18-23 Evening,Twitter,Thread,Text / long-form,Health,1,1,Health,Macro,3,272360,200k-1M,1426,75,1297,333,54262,3131,2798,1.03,1.149581,5.770152,3.003944,0.613689,2.390255,0.138218,2.62799,11.495814,0.199229,19,11-20,131,Positive,1,0
POST_04919,2024-07-03 02:04:00,2024-07-03,2024-07,2,Wednesday,0,00-05 Late night,TikTok,Duet,Short video,Gaming,1,0,Other,Macro,3,391827,200k-1M,34492,1642,2977,1575,196703,40686,39111,9.98,10.383664,20.683975,2.314149,0.8007,1.513449,0.834761,17.535066,103.836642,0.502015,18,11-20,211,Negative,0,0
POST_01747,2024-07-03 02:31:00,2024-07-03,2024-07,2,Wednesday,0,00-05 Late night,Instagram,Story,Story / interactive,Health,0,1,Health,Macro,3,392185,200k-1M,9376,494,130,687,9456,10687,10000,2.55,2.724989,113.01819,8.640017,7.265228,1.374788,5.224196,99.153976,27.249895,0.024111,16,11-20,122,Positive,1,0
POST_00464,2024-07-03 05:11:00,2024-07-03,2024-07,5,Wednesday,0,00-05 Late night,Facebook,Video,Short video,Food,1,0,Other,Micro,1,28234,10k-50k,119,262,878,86,34819,1345,1259,4.46,4.76376,3.862834,2.768603,0.246992,2.521612,0.752463,0.341767,47.6376,1.233229,5,1-5,173,Neutral,1,0
POST_00598,2024-07-03 08:44:00,2024-07-03,2024-07,8,Wednesday,0,06-11 Morning,Instagram,Carousel,Static image,Sports,1,1,Sports,Macro,3,115059,50k-200k,1351,242,204,756,9450,2553,1797,1.56,2.218862,27.015873,10.15873,8.0,2.15873,2.560847,14.296296,22.188616,0.082132,15,11-20,435,Positive,1,0
POST_04965,2024-07-03 10:27:00,2024-07-03,2024-07,10,Wednesday,0,06-11 Morning,Facebook,Post,Text / long-form,Lifestyle,1,0,Other,Nano,0,3693,<10k,1417,337,15,307,52074,2076,1769,47.9,56.21446,3.986634,0.618351,0.589546,0.028805,0.647156,2.721128,562.144598,14.100731,28,21-30,1425,Positive,1,1
POST_03770,2024-07-03 13:01:00,2024-07-03,2024-07,13,Wednesday,0,12-17 Afternoon,Instagram,Photo,Static image,Technology,1,0,Other,Macro,3,261869,200k-1M,8644,335,28,962,27520,9969,9007,3.44,3.806865,36.224564,3.597384,3.49564,0.101744,1.217297,31.409884,38.068653,0.105091,0,0,680,Neutral,0,0
